word,len
b a0 n t̪ j a0,6
b a0 n t̪ j a0 n,7
b a0 n t̪ j a0 n t̪,8
b a0 n t̪ oː0 ʂ,6
b a0 n t̪ oː0,5
b a0 n t̪ oː0 ʃ,6
b a0 n t̪ i0,5
b a0 n t̪ l eː0,6
b a0 n t̪ eː0,5
b a0 n d̪ r e0,6
b a0 n d̪ r a0,6
b a0 n d̪ r u0,6
b a0 n d̪ r uː0,6
b a0 n d̪ r i0,6
b a0 n d̪ u0,5
b a0 n d̪ i0,5
b a0 n d̪ a0,5
b a0 n d̪ e0,5
b a0 n d̪ l u0,6
b a0 n d̪ eː0,5
b a0 n d̪ iː0 p,6
b a0 n d̪ j a0,6
b a0 n d̪ uː0,5
b a0 n d̪ aː0,5
b a0 n d̪ ʋ i0,6
b a0 n d̪ ʋ a0,6
b a0 n d̪ʱ u0,5
b a0 n d̪ʱ a0,5
b a0 n d̪ʱ j aː0,6
b a0 n d̪ʱ e0,5
b a0 n d̪ʱ i0,5
b a0 n d̪ʱ r a0,6
b a0 n i0,4
b a0 n i0 l,5
b a0 n i0 ɡ,5
b a0 n r i0,5
b a0 ɭ i0,4
b a0 ɭ i0 n,5
b a0 ɭ e0,4
b a0 r iː0,4
b a0 r iː0 ʃ,5
b a0 r iː0 pʰ,5
b a0 r iː0 d̪,5
b a0 r eː0,4
b a0 r eː0 ʃ,5
b a0 r i0,4
b a0 r t̪ aː0,5
b a0 r t̪ i0,5
b a0 r t̪ ɖ eː0,6
b a0 r t̪ u0,5
b a0 r oː0,4
b a0 r a0,4
b a0 r a0 n,5
b a0 r a0 b,5
b a0 r a0 ɳ,5
b a0 r a0 t̪,5
b a0 r a0 d̪ d̪,6
b a0 r e0,4
b a0 r e0 ɳ ʈ,6
b a0 r aː0,4
b a0 r aː0 k,5
b a0 r aː0 m,5
b a0 r aː0 dʒ,5
b a0 r aː0 n,5
b a0 r ɡ a0,5
b a0 r ɡ a0 r,6
b a0 r ɡ iː0 s,6
b a0 r o0,4
b a0 r u0,4
b a0 r u0 ɳ,5
b a0 r u0 k,5
b a0 r d̪ a0,5
b a0 r d̪ u0,5
b a0 r l e0,5
b a0 r l aː0,5
b a0 r l i0,5
b a0 r l i0 n,6
b a0 nː i0,4
b a0 nː i0 n ɡ,6
b a0 nː iː0,4
b a0 nː iː0 r,5
b a0 ɳː a0,4
b a0 ɳː aː0,4
b a0 sː u0,4
b a0 ʈː e0,4
b a0 ʈː i0,4
b a0 ʈː i0 n ɡ,6
b a0 l u0,4
b a0 l a0,4
b a0 l a0 r,5
b a0 l a0 n,5
b a0 l a0 k,5
b a0 l i0,4
b a0 l e0,4
b a0 l t̪ u0,5
b a0 h u0,4
b a0 ɡ e0,4
b a0 ɖ a0,4
b a0 ɖ a0 k,5
b a0 ɖ a0 n,5
b a0 ɖ t̪ i0,5
b a0 ɖ aː0,4
b a0 ɖ i0,4
b a0 t̪ː i0,4
b a0 t̪ː a0,4
b a0 t̪ː e0,4
b a0 lː a0,4
b a0 lː e0,4
b a0 ɭː i0,4
b a0 ɡː i0,4
b a0 ɡː a0,4
b a0 dʒ e0,4
b a0 dʒ e0 ʈ,5
b a0 dʒ aː0,4
b a0 dʒ aː0 d̪,5
b a0 dʒ aː0 r,5
b a0 tʃː uː0,4
b a0 tʃː a0 n,5
b a0 tʃː a0,4
b a0 d̪ i0,4
b a0 d̪ d̪ʱ e0,5
b a0 d̪ d̪ʱ aː0,5
b a0 d̪ d̪ʱ a0,5
b a0 ɖː i0,4
b a0 ɳ ɖ u0,5
b a0 ɳ ɖ a0,5
b a0 ɳ ɖ a0 n,6
b a0 ɳ ɖ a0 r,6
b a0 ɳ ɖ a0 l,6
b a0 ɳ ɖ e0,5
b a0 ɳ ɖ i0,5
b a0 ɳ ɖ i0 t̪,6
b a0 ɳ ɖ j a0,6
b a0 ɳ ɖ r e0,6
b a0 ɳ ɖ r uː0,6
b a0 ɳ ɖ uː0,5
b a0 ɳ ɖ eː0,5
b a0 ɳ ɖ oː0,5
b a0 ɳ a0,4
b a0 dʒʱ aː0 r,5
b a0 j d̪ u0,5
b a0 j d̪ eː0,5
b a0 j d̪ uː0,5
b a0 rː i0,4
b a0 s u0,4
b a0 s a0,4
b a0 s a0 b,5
b a0 s a0 n t̪,6
b a0 s a0 n,5
b a0 tʃ aː0 ʋ,5
b a0 b l i0 k,6
b a0 b l i0,5
b a0 ʂ iː0 r,5
b a0 ʃ iː0 d̪,5
b a0 ʃ iː0 r,5
b a0 k e0 ʈ,5
b a0 m p u0,5
b a0 m p i0,5
b a0 m p i0 n ɡ,7
b a0 m p a0,5
b a0 m p a0 t̪,6
b a0 m p a0 r,6
b a0 m p aː0,5
b a0 m p l eː0 ɳ ʈ,8
b a0 dʒː i0,4
b a0 kː a0,4
b a0 kː a0 t̪,5
b a0 kː a0 r,5
b a0 ʈ l a0 r,6
b a0 ʈ a0,4
b a0 ʈ a0 r,5
b a0 ʈ a0 n,5
b aː0 r i0,4
b aː0 r i0 s,5
b aː0 r i0 ɡ,5
b aː0 r i0 n,5
b aː0 r e0,4
b aː0 r e0 n s,6
b aː0 r e0 n dʒ,6
b aː0 r oː0,4
b aː0 r o0,4
b aː0 r a0,4
b aː0 r a0 n,5
b aː0 r a0 r,5
b aː0 r aː0,4
b aː0 r k u0 ʈ,6
b aː0 r k u0,5
b aː0 r k i0 n ɡ,7
b aː0 r k e0 ʈ,6
b aː0 r iː0,4
b aː0 j i0,4
b aː0 j i0 ɳ ʈ,6
b aː0 j i0 ɡ,5
b aː0 j i0 n ɡ,6
b aː0 j i0 n,5
b aː0 j i0 l,5
b aː0 j i0 t̪,5
b aː0 j a0,4
b aː0 j a0 r,5
b aː0 j a0 n,5
b aː0 j a0 k,5
b aː0 ɭ a0,4
b aː0 ɭ e0,4
b aː0 ɭ u0,4
b aː0 ɭ aː0,4
b aː0 ɭ ɡ e0,5
b aː0 ɭ ʋ aː0 s,6
b aː0 ɭ ʋ e0,5
b aː0 k i0,4
b aː0 k i0 n ɡ,6
b aː0 b aː0,4
b aː0 b u0,4
b aː0 b a0 r ʈ,6
b aː0 b a0,4
b aː0 l a0,4
b aː0 l a0 n,5
b aː0 l a0 r,5
b aː0 l u0,4
b aː0 l j a0,5
b aː0 l e0,4
b aː0 l e0 n s,6
b aː0 l e0 n dʒ,6
b aː0 l ɖ i0,5
b aː0 l ʈ i0 k,6
b aː0 ɳ a0,4
b aː0 ɳ a0 t̪,5
b aː0 tʃ i0,4
b aː0 ɖ i0,4
b aː0 ɖ i0 ɡ,5
b aː0 ʋ i0,4
b aː0 ʋ i0 ɖ,5
b aː0 ʋ a0,4
b aː0 ʋ a0 t̪,5
b aː0 bː i0,4
b aː0 h j a0,5
b aː0 n u0,4
b aː0 n a0,4
b aː0 n a0 l,5
b aː0 n a0 n d̪,6
b aː0 n a0 n,5
b aː0 n a0 r,5
b aː0 n ɡ r e0 s,7
b aː0 n ɡ l a0,6
b aː0 n ɡ l aː0,6
b aː0 n ɡ e0,5
b aː0 n ɡ a0,5
b aː0 n ɡ eː0,5
b aː0 n ɡ ʋ eː0 dʒ,7
b aː0 s u0,4
b aː0 s e0,4
b aː0 s e0 ʈ,5
b aː0 ɡ i0,4
b aː0 ɡ i0 n ɡ,6
b aː0 ɡ i0 n,5
b aː0 m b aː0 r,6
b aː0 m b aː0,5
b aː0 m b u0,5
b aː0 m b a0,5
b aː0 m b o0,5
b aː0 dʒ i0,4
b aː0 dʒ i0 k,5
b aː0 dʒ iː0 ʋ,5
b aː0 dʒ iː0,4
b aː0 p aː0 s,5
b aː0 p aː0,4
b aː0 p u0,4
b aː0 ʈ a0,4
b aː0 ʈ a0 r,5
b aː0 ʈ a0 r s,6
b aː0 ʈ a0 l,5
b e0 l e0,4
b e0 l e0 n,5
b e0 n k i0,5
b e0 n k a0 ʈ,6
b e0 n k u0,5
b e0 n d̪ uː0,5
b e0 n d̪ a0,5
b e0 n d̪ e0,5
b e0 n d̪ eː0,5
b e0 n d̪ oː0,5
b e0 n d̪ u0,5
b e0 n d̪ o0,5
b e0 n tʃ u0,5
b e0 nː u0,4
b e0 nː a0,4
b e0 lː a0,4
b e0 lː a0 r,5
b e0 ɭ e0,4
b e0 ʈː a0,4
b e0 ʈː a0 r,5
b e0 kː u0,4
b e0 ɭː i0,4
b e0 ɭː a0 n,5
b e0 tʃː i0,4
b e0 ɳː e0,4
b u0 d̪ d̪ʱ i0,5
b u0 d̪ d̪ʱ a0,5
b u0 d̪ u0,4
b u0 d̪ eː0,4
b u0 d̪ː i0,4
b u0 t̪ː i0,4
b u0 ʈː i0,4
b u0 r kʰ aː0,5
b u0 ɖ a0,4
b u0 ɖ a0 n,5
b u0 ɖ u0,4
b u0 kː i0,4
b u0 kː i0 n ɡ,6
b u0 l aː0 ʋ,5
b u0 l aː0 n,5
b u0 ɡː e0,4
b u0 ʂ n a0,5
b iː0 d̪ i0,4
b iː0 d̪ a0 r,5
b iː0 d̪ a0,4
b iː0 dʒ a0,4
b iː0 s i0,4
b iː0 ɡ a0,4
b iː0 ɖ i0,4
b iː0 ɖ u0,4
b iː0 ɖ aː0,4
b iː0 r a0,4
b iː0 r i0,4
b iː0 r u0,4
b iː0 ɭ u0,4
b iː0 tʃ i0,4
b iː0 l a0,4
b iː0 l a0 n,5
b iː0 ʈ aː0,4
b l aː0 ɡ u0,5
b l aː0 ɡ i0,5
b l aː0 ɡ i0 n ɡ,7
b l aː0 ɡ i0 n,6
b l aː0 ɡ a0,5
b l aː0 ɡ a0 s ʈ,7
b l aː0 ɡ a0 r,6
b l aː0 ɡ a0 r s,7
b l aː0 ɡ uː0,5
b l aː0 ɡː e0,5
b j u0 r oː0,5
b j u0 s i0,5
b j aː0 ɖ a0,5
b j aː0 ɖ a0 d̪ d̪,7
b j aː0 ɖ a0 r,6
b j aː0 ɖ a0 r ɖ,7
b j aː0 ɖ a0 r n,7
b j aː0 ɖ aː0,5
b j aː0 r u0,5
b j aː0 r u0 kʰ,6
b j aː0 r uː0,5
b j aː0 r uː0 n,6
b j aː0 r oː0,5
b j aː0 r a0,5
b j aː0 r a0 n,6
b j aː0 r a0 r,6
b j aː0 r eː0,5
b j aː0 r o0,5
b j aː0 r e0,5
b j aː0 r e0 n s,7
b j aː0 r e0 n dʒ,7
b j aː0 r i0,5
b j aː0 r i0 s,6
b j aː0 r i0 ɡ,6
b j aː0 r i0 n,6
b j aː0 r aː0,5
b j aː0 ʈ i0,5
b j aː0 ʈ i0 n ɡ,7
b j aː0 ʈ i0 n,6
b j aː0 ʈ u0,5
b j aː0 ʈ oː0,5
b j aː0 n s a0 r,7
b j aː0 n s a0,6
b j aː0 n s a0 l,7
b j aː0 n s i0,6
b j aː0 n a0,5
b j aː0 n a0 l,6
b j aː0 n a0 n d̪,7
b j aː0 n a0 n,6
b j aː0 n a0 r,6
b j aː0 n oː0,5
b j aː0 n o0,5
b j aː0 n ɡ r e0 s,8
b j aː0 n ɡ l a0,7
b j aː0 n ɡ l aː0,7
b j aː0 n ɡ e0,6
b j aː0 n ɡ a0,6
b j aː0 n ɡ eː0,6
b j aː0 n ɡ ʋ eː0 dʒ,8
b j aː0 n k r iː0 ʈ,8
b j aː0 n k r iː0,7
b j aː0 n k u0,6
b j aː0 n k j uː0,7
b j aː0 n k s u0,7
b j aː0 n u0,5
b j aː0 l e0,5
b j aː0 l e0 n s,7
b j aː0 l e0 n dʒ,7
b j aː0 l a0,5
b j aː0 l a0 n,6
b j aː0 l a0 r,6
b j aː0 l k u0,6
b j aː0 l k uː0,6
b j aː0 l k eː0,6
b j aː0 l k a0 m,7
b j aː0 l k a0,6
b j aː0 l k oː0,6
b j aː0 ɡ e0,5
b j aː0 ɡ a0,5
b j aː0 ɡ a0 s ʈ,7
b j aː0 ɡ a0 r,6
b j aː0 ɡ a0 r s,7
b j aː0 ɡ i0,5
b j aː0 ɡ i0 n ɡ,7
b j aː0 ɡ i0 n,6
b j aː0 ɡ u0,5
b j uː0 ʈ i0 n ɡ,7
b j uː0 ʈ i0,5
b j uː0 ʈ a0,5
b j uː0 ʈ a0 n,6
b j uː0 ʈ a0 r,6
b j uː0 ʈ j uː0 b,7
b j uː0 ʈ r aː0 n,7
b j uː0 r i0,5
b j uː0 r i0 n ɡ,7
b j uː0 r oː0,5
b j uː0 r oː0 p,6
b r eː0 k i0 n ɡ,7
b r eː0 k u0,5
b r i0 ʈ i0 ʂ,6
b r i0 ʈ i0,5
b r i0 ʈ a0 n,6
b r i0 ʈ a0 r,6
b r i0 ʈ a0,5
b r i0 ɡ e0,5
b r i0 ɡ eː0 ɖ,6
b r i0 ɡ eː0,5
b r i0 s a0 r tʃ,7
b r i0 s a0 r,6
b r i0 s a0 n,6
b r i0 s t̪ u0,6
b r i0 s t̪ a0,6
b r i0 s t̪ r i0,7
b r i0 s m a0 s,7
b r i0 s iː0 ʋ,6
b r i0 s ʈ a0 r,7
b r i0 s ʈ a0 m,7
b r i0 s ʈ a0 l,7
b r a0 h m a0,6
b r a0 h m a0 d̪,7
b r a0 h a0,5
b r a0 h a0 l,6
b r a0 h a0 n,6
b r a0 d̪ d̪ʱ e0,6
b r a0 d̪ d̪ʱ aː0,6
b r a0 d̪ d̪ʱ a0,6
b r a0 d̪ a0,5
b r a0 d̪ a0 nː,6
b r a0 d̪ a0 r,6
b r a0 d̪ a0 ɡ,6
b r e0 dʒ i0 l,6
b r e0 dʒ i0,5
b r e0 ɖː i0,5
b r e0 ɖː i0 n ɡ,7
b r e0 ɖː u0,5
b r e0 k aː0 r ɖ,7
b r e0 k i0 n ɡ,7
b r aː0 h u0 l,6
b r aː0 h m iː0,6
b r aː0 h m i0,6
b r oː0 k a0,5
b r oː0 k a0 l,6
b r oː0 k a0 s,6
b r oː0 k a0 r,6
b oː0 ɭ u0,4
b oː0 n a0 r,5
b oː0 n a0 s,5
b oː0 n a0,4
b oː0 r ɖ u0,5
b oː0 r u0,4
b oː0 r ʋ a0,5
b oː0 r ʋ e0 l,6
b oː0 ɡ i0,4
b oː0 l oː0,4
b o0 bː e0,4
b o0 m b e0,5
b o0 m b aː0 ʈ,6
b o0 m b u0,5
b o0 m b i0,5
b o0 m b a0,5
b o0 dʒː u0,4
b o0 ʈː u0,4
b o0 k e0,4
b uː0 d̪ i0,4
b uː0 d̪ u0,4
b uː0 ʈ u0,4
a0 lː a0,3
a0 lː eː0,3
a0 lː aː0,3
a0 lː uː0,3
a0 lː e0,3
a0 lː oː0,3
a0 lː i0,3
a0 lː i0 ɡ,4
a0 mː a0,3
a0 mː a0 r,4
a0 mː aː0,3
a0 pː a0,3
a0 pː aː0,3
a0 pː i0,3
a0 pː e0,3
a0 pː u0,3
a0 r t̪ʰ a0,4
a0 r t̪ʰ aː0 t̪,5
a0 r t̪ʰ aː0,4
a0 r d̪ʱ a0,4
a0 r d̪ʱ e0,4
a0 r e0,3
a0 r e0 ɳ ʈ,5
a0 r dʒ i0,4
a0 r dʒ e0 ɳ ʈ,6
a0 r eː0,3
a0 r eː0 ʃ,4
a0 r u0,3
a0 r u0 ɳ,4
a0 r u0 k,4
a0 r d̪ a0,4
a0 r d̪ u0,4
a0 r p a0,4
a0 r p aː0,4
a0 r a0,3
a0 r a0 n,4
a0 r a0 b,4
a0 r a0 ɳ,4
a0 r a0 t̪,4
a0 r a0 d̪ d̪,5
a0 r h a0,4
a0 r iː0,3
a0 r iː0 ʃ,4
a0 r iː0 pʰ,4
a0 r iː0 d̪,4
a0 n d̪ r e0,5
a0 n d̪ r a0,5
a0 n d̪ r u0,5
a0 n d̪ r uː0,5
a0 n d̪ r i0,5
a0 n d̪ u0,4
a0 n d̪ i0,4
a0 n d̪ a0,4
a0 n d̪ e0,4
a0 n d̪ l u0,5
a0 n d̪ eː0,4
a0 n d̪ iː0 p,5
a0 n d̪ j a0,5
a0 n d̪ uː0,4
a0 n d̪ aː0,4
a0 n d̪ ʋ i0,5
a0 n d̪ ʋ a0,5
a0 n t̪ʰ a0,4
a0 n t̪ʰ aː0,4
a0 n t̪ u0,4
a0 n t̪ aː0,4
a0 n t̪ uː0,4
a0 n t̪ a0,4
a0 n t̪ a0 r,5
a0 n t̪ r a0,5
a0 n t̪ r i0,5
a0 n t̪ e0,4
a0 n t̪ j a0,5
a0 n t̪ j a0 n,6
a0 n t̪ j a0 n t̪,7
a0 n t̪ oː0 ʂ,5
a0 n t̪ oː0,4
a0 n t̪ oː0 ʃ,5
a0 n t̪ i0,4
a0 n t̪ l eː0,5
a0 n t̪ eː0,4
a0 n ʃ a0,4
a0 n ʃ u0,4
a0 n ɡ e0,4
a0 n ɡ i0,4
a0 n ɡ a0,4
a0 n ɡ uː0,4
a0 n ɡ iː0 ʃ,5
a0 n ɡ eː0,4
a0 n ɡ u0,4
a0 n ɡ j a0,5
a0 n ɡ aː0,4
a0 n ɡ aː0 r,5
a0 n ɡ ɖ i0,5
a0 n ɡ l iː0 ʂ,6
a0 n ɡ l a0,5
a0 n ɡ r aː0 ʈ s,7
a0 n ɡ o0 n d̪,6
a0 n ɡ t̪ i0,5
a0 n k a0 r,5
a0 n k a0 l,5
a0 n k a0,4
a0 n k eː0 ʃ,5
a0 n k u0,4
a0 n k i0,4
a0 n k e0,4
a0 n k t̪ i0,5
a0 n k r a0,5
a0 n tʃ a0,4
a0 n tʃ e0,4
a0 n tʃ i0,4
a0 n tʃ u0,4
a0 n i0,3
a0 n i0 l,4
a0 n i0 ɡ,4
a0 n j a0,4
a0 n j e0,4
a0 n u0,3
a0 n a0,3
a0 n a0 n t̪,5
a0 n a0 t̪,4
a0 ʂ ʈ eː0,4
a0 ʂ ʈ a0,4
a0 ʂ ʈ u0,4
a0 ʂ ʈ e0,4
a0 ʂ ʈ uː0,4
a0 ʋ u0,3
a0 ʋ a0,3
a0 ʋ a0 r,4
a0 ʋ a0 r ʈ,5
a0 ʋ a0 n,4
a0 ʋ r u0,4
a0 ʋ r a0,4
a0 ʋ r e0,4
a0 ʋ r eː0,4
a0 ʋ ɭ u0,4
a0 ʋ ɭ a0,4
a0 ʋ ɭ a0 d̪,5
a0 ʋ eː0,3
a0 ʋ n u0,4
a0 ʋ n a0,4
a0 ʋ n uː0,4
a0 ʋ aː0,3
a0 ʋ aː0 r,4
a0 ʋ aː0 r ɖ,5
a0 ʋ aː0 j ɖ,5
a0 ʋ aː0 l,4
a0 ʋ uː0,3
a0 ʋ e0,3
a0 ʋ e0 l,4
a0 d̪ uː0,3
a0 d̪ a0,3
a0 d̪ a0 nː,4
a0 d̪ a0 r,4
a0 d̪ a0 ɡ,4
a0 d̪ e0,3
a0 d̪ k e0,4
a0 d̪ k eː0,4
a0 d̪ oː0,3
a0 d̪ r a0,4
a0 d̪ r e0,4
a0 d̪ r aː0 s,5
a0 d̪ r uː0,4
a0 d̪ r i0,4
a0 d̪ eː0,3
a0 d̪ eː0 n,4
a0 d̪ aː0,3
a0 d̪ o0,3
a0 j d̪ u0,4
a0 j d̪ eː0,4
a0 j d̪ uː0,4
a0 j ʈ i0,4
a0 j ʈ a0 n,5
a0 j ɖ i0,4
a0 j r i0 s,5
a0 j r a0 n,5
a0 j t̪ i0,4
a0 j t̪ u0,4
a0 j t̪ e0,4
a0 j t̪ aː0,4
a0 j dʒ uː0 r,5
a0 j pʰ oː0 n,5
a0 j ʃ u0,4
a0 nː oː0,3
a0 nː a0,3
a0 nː u0,3
a0 nː o0,3
a0 nː i0,3
a0 nː i0 n ɡ,5
a0 nː uː0,3
a0 t̪ i0,3
a0 t̪ iː0,3
a0 t̪ iː0 ʃ,4
a0 t̪ iː0 pʰ,4
a0 t̪ r a0,4
a0 t̪ r u0,4
a0 t̪ r i0,4
a0 t̪ r e0,4
a0 t̪ j a0,4
a0 t̪ j a0 n,5
a0 t̪ j a0 n t̪,6
a0 t̪ j e0,4
a0 t̪ j aː0,4
a0 jː oː0,3
a0 jː a0,3
a0 jː a0 r,4
a0 jː o0,3
a0 jː aː0,3
a0 ɳː a0,3
a0 ɳː aː0,3
a0 l ʋ aː0,4
a0 l ʋ aː0 r,5
a0 l ʋ aː0 r ɖ,6
a0 l ʋ a0,4
a0 l ʋ eː0,4
a0 l ʋ oː0,4
a0 l ʋ e0,4
a0 l p a0,4
a0 l e0,3
a0 l d̪ aː0,4
a0 l d̪ e0,4
a0 l d̪ eː0,4
a0 l d̪ a0,4
a0 l i0,3
a0 l a0,3
a0 l a0 r,4
a0 l a0 n,4
a0 l a0 k,4
a0 l r iː0,4
a0 l aː0,3
a0 l aː0 n,4
a0 l aː0 l,4
a0 l aː0 m,4
a0 l aː0 t̪,4
a0 kː a0,3
a0 kː a0 t̪,4
a0 kː a0 r,4
a0 kː i0,3
a0 kː aː0,3
a0 dʒː i0,3
a0 dʒː a0,3
a0 dʒː aː0,3
a0 t̪ː a0,3
a0 t̪ː e0,3
a0 t̪ː u0,3
a0 t̪ː i0,3
a0 ɖ i0,3
a0 ɖ dʒ a0 s ʈ,6
a0 ɖ d̪ a0,4
a0 ɖ e0,3
a0 ɖ ʋ aː0 n s,6
a0 ɖː a0,3
a0 ɖː i0,3
a0 ʃ ʋ a0 t̪ʰ,5
a0 ʃ ʋ a0 t̪ t̪ʰ,6
a0 ʃ oː0 k,4
a0 ʃ aː0 n t̪,5
a0 ʃ aː0,3
a0 ʃ ʈ u0,4
a0 b d̪ a0,4
a0 b d̪ u0 l,5
a0 ɳ u0,3
a0 ɳ ɖ u0,4
a0 ɳ ɖ a0,4
a0 ɳ ɖ a0 n,5
a0 ɳ ɖ a0 r,5
a0 ɳ ɖ a0 l,5
a0 ɳ ɖ e0,4
a0 ɳ ɖ i0,4
a0 ɳ ɖ i0 t̪,5
a0 ɳ ɖ j a0,5
a0 ɳ ɖ r e0,5
a0 ɳ ɖ r uː0,5
a0 ɳ ɖ uː0,4
a0 ɳ ɖ eː0,4
a0 ɳ ɖ oː0,4
a0 ɳ aː0,3
a0 ɳ ʈ e0,4
a0 ɳ ʈ u0,4
a0 ɳ ʈ r i0,5
a0 ɳ ʈ r oː0 l,6
a0 ɳ ʈ i0,4
a0 ɳ ʈ dʒ a0 n,6
a0 ɭ u0,3
a0 ɭ t̪ aː0,4
a0 bː aː0,3
a0 bː a0,3
a0 bː a0 r,4
a0 bː a0 l,4
a0 m ʋ a0,4
a0 m ʋ aː0,4
a0 m iː0 d̪,4
a0 m iː0 r,4
a0 m iː0 n,4
a0 m aː0,3
a0 m aː0 dʒ,4
a0 m b a0 r,5
a0 m b a0,4
a0 m b i0,4
a0 m b ɭ a0,5
a0 m b e0,4
a0 m u0 l,4
a0 tʃː u0,3
a0 tʃː aː0,3
a0 tʃː a0 n,4
a0 tʃː a0,3
a0 ʋː a0,3
a0 ʋː aː0,3
a0 ɡ n i0,4
a0 ɡ n a0,4
a0 ɡ oː0,3
a0 ɡ a0,3
a0 ɡ a0 t̪,4
a0 ɡ a0 s ʈ,5
a0 ɡ d̪ uː0,4
a0 dʒ aː0,3
a0 dʒ aː0 d̪,4
a0 dʒ aː0 r,4
a0 dʒ a0,3
a0 dʒ a0 l,4
a0 dʒ a0 n,4
a0 dʒ a0 j,4
a0 h m a0,4
a0 h m a0 d̪,5
a0 h aː0,3
a0 h aː0 n,4
a0 h a0,3
a0 h a0 l,4
a0 h a0 n,4
a0 h oː0,3
a0 t̪ʰ ʋ aː0,4
a0 d̪ː i0,3
a0 k aː0 ʃ,4
a0 k aː0,3
a0 k aː0 l,4
a0 k i0,3
a0 ɡː a0,3
a0 s t̪ e0,4
a0 s t̪ u0,4
a0 s t̪ a0,4
a0 s t̪ r a0,5
a0 s t̪ i0,4
a0 s e0,3
a0 s i0,3
a0 s i0 n ɡ,5
a0 s i0 n,4
a0 s i0 ɖ,4
a0 s u0,3
a0 ʈ e0 ɳ ɖ,5
a0 ʈː a0,3
a0 ʈː a0 r,4
a0 p ɖ eː0 ʈ,5
a0 pʰ ɡʱ a0 n,5
a0 pʰ dʒ a0 l,5
o0 n d̪ eː0,4
o0 n d̪ uː0,4
o0 n d̪ a0,4
o0 n d̪ e0,4
o0 n d̪ e0 r ɖ,6
o0 n d̪ u0,4
o0 n d̪ oː0,4
o0 n d̪ r e0,5
o0 n d̪ i0,4
o0 n d̪ o0 n d̪,6
o0 n tʃ a0,4
