word,len
u0 n,2
u0,1
u0 k,2
u0 l,2
iː0,1
iː0 s ʈ,3
æ0,1
æ0 s,2
æ0 n ɖ,3
æ0 n,2
æ0 n ŋ,3
æ0 t̪,2
æ0 m,2
æ0 l,2
æː0 t̪,2
æː0 n,2
æː0,1
tʃ aː0 l s,4
tʃ aː0 r l s,5
tʃ aː0 r l,4
tʃ aː0 m,3
tʃ aː0,2
tʃ aː0 n s,4
tʃ iː0 s,3
tʃ iː0,2
tʃ e0 s,3
tʃ e0 k,3
tʃ e0 ɖ,3
tʃ e0 n,3
tʃ æ0 ɖ,3
tʃ i0 n,3
tʃ a0,2
tʃ a0 r tʃ,4
tʃ eː0,2
f oː0 n,3
f oː0,2
f oː0 r ɖ,4
f i0 l m,4
f r aː0 n s,5
f r æː0 n k,5
f r æː0 n ɖ,5
f l æː0 ʃ,4
f aː0,2
f o0 k s,4
f a0 n,3
f a0 r,3
oː0,1
oː0 m,2
oː0 f,2
oː0 k,2
oː0 l ɖ n,4
oː0 l ɖ,3
uː0,1
uː0 r,2
ŋ iː0,2
nː eː0,2
ⁿd̪ a0,2
ⁿɖ aː0,2
